text,label
high fuel costs hit us airlines two of the largest airlines in the us - american and southwest - have blamed record fuel prices for their disappointing quarterly results.  american airlines  parent amr reported a loss of $387m (£206m) for the fourth quarter of 2004  against a $111m loss for the same period a year earlier. meanwhile  southwest airlines saw its fourth-quarter 2004 profits fall 15% to $56m  against $66m a year earlier. both said high fuel bills would continue to pressure revenues in 2005. american  the world s biggest airline by some measures  said it expected to report a loss for the first quarter of 2005. southwest  which has the highest market value of any us carrier  said it would remain profitable despite high fuel prices.  amr s shares were flat in wednesday morning trading on the new york stock exchange  as the results were slightly better than analysts had anticipated. amr s chief executive gerard arpey said the airline s difficulties reflected the situation within the industry.  amr s results for the fourth quarter of 2004 reflect the economic woes that plagued the airline industry throughout 2004 - in particular  high fuel prices and a tough revenue environment   he said. for the full year  amr posted a loss of $761m  lower than 2003 s $1.2bn loss and an indication that the airline has successfully cut costs. amr added that as part of its cost cutting measures  it is postponing the delivery of 54 boeing jets. shares in southwest fell 65 cents to $14.35 as analysts voiced their disappointment.  the results came in below our already conservative estimate for the quarter   said ray neidl  an analyst at calyon securities. both american and southwest have been squeezed by cut-throat competition in the us airline industry  as a glut of available seats has led to fierce price reductions.,business
robots march to us cinema summit animated movie robots has opened at the top of the us and canada box office chart  taking $36.5m (£19m) on its first weekend on release.  featuring the voices of ewan mcgregor  halle berry  robin williams and mel brooks  robots follows a robot inventor who moves to a big city. vin diesel s family comedy the pacifier fell to the number two spot  taking $18.1m (£9.4m). new bruce willis movie hostage opened at number four with $9.8m (£5.1m).  however  a recut version of mel gibson s the passion of the christ  which featured less violence than last year s original movie  took just $239 850 (£125 000)  despite opening in 957 cinemas. the new version of the film received little publicity and the original version is available across the us on dvd.  we certainly had higher expectations than what we got   said rob schwartz  head of distribution for newmarket films  which released the passion of the christ.  we were trying to get the film out there  hoping it would reach an audience that it didn t quite reach the first time around. it doesn t seem to have worked out quite as well as we had hoped.  meanwhile  will smith comedy hitch has become the top film at the global box office after taking an estimated $30.1m (£15.6m) over the weekend at cinemas outside north america  according to industry website screen daily. it has taken $65.5m (£34.1m) so far  buoyed by opening at number one in the uk last weekend and a successful run in germany. the movie  which cost a reported $70m (£36.4m) to make  has taken $138m (£72m) in the us so far.,entertainment
moving mobile improves golf swing a mobile phone that recognises and responds to movements has been launched in japan.  the motion-sensitive phone - officially titled the v603sh - was developed by sharp and launched by vodafone s japanese division. devised mainly for mobile gaming  users can also access other phone functions using a pre-set pattern of arm movements. the phone will allow golf fans to improve their swing via a golfing game.  those who prefer shoot- em-ups will be able to use the phone like a gun to shoot the zombies in the mobile version of sega s house of the dead. the phone comes with a tiny motion-control sensor  a computer chip that responds to movement.  other features include a display screen that allows users to watch tv and can rotate 180 degrees. it also doubles up as an electronic musical instrument. users have to select a sound from a menu that includes clapping  tambourine and maracas and shake their phone to create a beat. it is being recommended for the karaoke market. the phone will initially be available in japan only and is due to go on sale in mid-february. the new gadget could make for interesting people-watching among japanese commuters  who are able to access their mobiles on the subway. fishing afficiandos in south korea are already using a phone that allows them to simulate the movement of a rod. the ph-s6500 phone  dubbed a sports-leisure gadget  was developed by korean phone giant pantech and can also be used by runners to measure calorie consumption and distance run.,tech
game makers get xbox 2 sneak peek microsoft has given game makers a glimpse of the new xbox 2 console.  some details of the xbox s performance and what gaming will be like with the device were given at the annual game developers conference in the us. xbox frontman j. allard said the console looked set to be capable of one trillion calculations per second. also all titles for the new xbox will have the same interface to make it easy to play online and buy extras for characters or other add-ons for games.  microsoft is saving the official unveiling of the xbox 2  codenamed xenon  for the e3 show in may and the device could be on shop shelves by november. however  during his keynote speech at gdc mr allard  who heads development of game-making tools for the console  gave a glimpse into how some of its core software will work. he said gaming was entering a  high-definition  era that demanded detailed and convincing graphics that could adequately compete with the hdtv people were starting to watch as well as the hd dvds that will soon start to appear.  industry watchers took this to mean that the xbox 2 will push for hdtv quality graphics as standard as well as multi-channel audio to give gamers an authentic experience. mr allard said microsoft had to work hard to ensure that it was easy for game makers to produce titles for the xbox 2 and for players to get playing. to this end microsoft was building in to xbox hardware systems to support headset chat  buddy list controls and custom soundtracks so developers were free to concentrate on the games. the xbox would also support well-known industry specifications  such as directx  to make it simple for game studios to make titles for the console. for gamers this emphasis on ease of use would mean every xbox title uses the same interface to set up online play and get at music stored on the hardware. this interface will hold details of a player s statistics and skill level on a  gamer card  as well as give access to a store where people can spend small amounts of cash to buy extras for their avatars or add-ons  such as new maps or vehicles  for games they possess. this ability to personalise games and in-game characters would be key in the future  said mr allard. only with such consistency would the xbox be able to support the 10-20 million subscribers that it was aiming for  said mr allard. during his speech mr allard took several swipes at the playstation and said processors for consoles had to be made with developers  not just engineers  in mind.  our approach is bruce lee  not brute force   he said.,tech
uk heading wrong way - howard tony blair has had the chance to tackle the problems facing britain and has failed  michael howard has said.   britain is heading in the wrong direction   the conservative leader said in his new year message. mr blair s government was a  bossy  interfering government that takes decisions that should be made by individuals   he added. but labour s campaign spokesman fraser kemp responded:  britain is working  don t let the tories wreck it again . mr howard also paid tribute to the nation s character for its generous response to the asian quake disaster. the catastrophe was overshadowing the hopes for the future at this usually positive time of the year  mr howard said.   we watched the scenes of destruction with a sense of disbelief. the scale  the speed  the ferocity of what happened on boxing day is difficult to grasp.  yet britain s response has shone a light on our nation s character. the last week has shown that the warm  caring heart of britain beats as strong as ever.  he went on to reflect on the values that  most britons hold dear . looking ahead to the coming general election  he pledged to  turn these beliefs into reality  and set out the choices he says are facing britain.  how much tax do people want to pay  who will give taxpayers value for money  the clean hospitals and good  disciplined schools they want   who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system    mr blair has failed to tackle these problems  he claimed  saying he has the  wrong solution  to them.   the result is big government and higher taxes eroding incentives  undermining enterprise and denying people choice.  worst of all  it is a government that has wasted people s money and failed to tackle the problems families face today.  the tories  he said  can cut crime and improve public services without asking people to pay more taxes.  we can have progress without losing what makes britain great - its tolerance  the respect for the rule of law  the ability of everyone to fulfil their potential.  we simply need to change direction. the election will give britain the chance to change.  this is the record mr blair will have to defend in the coming months  he said  urging voters to hold him to account.  but labour spokesman mr kemp said:  it would be more appropriate for this message to come out on 1 april  not 1 january.   let us never forget that when michael howard was in government britain suffered mass unemployment  15% interest rates  record home repossessions  and the introduction of the poll tax.  with labour britain is working. rather than alluding to false promises michael howard should be starting 2005 with an apology to the british people for the misery that the government  of which he was a member  inflicted upon the country.,politics
sluggish economy hits german jobs the number of people out of work in europe s largest economy has risen for the tenth straight month as growth remains stubbornly slow.  german unemployment rose 7 000 in november to 4.464 million people  or 10.8% of the workforce. the seasonally adjusted rise showed a smaller rise than expected  as government measures to encourage job creation began to take effect. but officials said stagnant growth was still stifling the job market.  there are clear signs of a revival in domestic demand   said frank-juergen weise  head of the federal labour agency  in a statement.  but growth of 0.1%... in the third quarter is still insufficient to deliver positive momentum to the labour market.  high oil prices and the soaring euro - which damages the competitiveness of exporters - were also having a negative effect  he said. the brunt of the unemployment is still being felt in the eastern part of germany  where the rate is 18.8%.  with unemployment stuck above 4 million for years  the government of chancellor gerhard schroeder has put job creation at the top of the agenda. a controversial package of measures to shake up incentives to get back to work  paid for by cutting some cherished benefits  has sparked anger among some german workers. strikes in a number of industries  notably among the country s iconic carmakers  have demonstrated the displeasure - as well as fears about further job losses as outsourcing takes hold. among the new initiatives are the so-called  one-euro jobs  which top up unemployment benefit. the scheme s formal launch is january  but hirings for these positions are already taking place and affecting the unemployment statistics  economists said.  the deterioration of the labour market does not come as a surprise   said isabelle kronawitter at hypovereinsbank.  job creation measures probably prevented a stronger increase in the seasonally adjusted numbers.,business
spurs to sign iceland u21 star tottenham are primed to snap up iceland under-21 international emil hallfredsson after he impressed on trial at white hart lane.  the 20-year-old midfielder  who plays for fh hafnarfjordur  also starred in the uefa cup match against scottish side dunfermline earlier this season. spurs have agreed a fee for the player  who has yet to agree personal terms.  he had offers from two other clubs but he decided to come to tottenham   said spurs sporting director frank arnesen.  he is a left-sided player  a position we have been looking at and he showed so much talent in his time here that we decided to take him.  it s down the road of bringing in talent  good prospects and giving them a place at tottenham where they can improve.,sport
stars gear up for bafta ceremony film stars from across the globe are preparing to walk the red carpet at this year s bafta award ceremony.  the 2005 orange british academy film awards are being held at the odeon in london s leicester square. a host of hollywood stars  including cate blanchett  leonardo dicaprio  keanu reeves and richard gere  are expected to attend saturday s ceremony. hosted by stephen fry  the glittering ceremony will be broadcast on bbc one at 2010 gmt.  other actors expected to add to the glamour of the biggest night in uk film are gael garcia bernal  imelda staunton  diane kruger  christian slater  anjelica huston  helen mirren and former james bond star pierce brosnan. hollywood blockbuster the aviator  starring dicaprio  leads the field with 14 nominations  including best film.  it is up against eternal sunshine of the spotless mind  finding neverland  the motorcycle diaries and british film vera drake  which has 11 nominations. british hope imelda staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film. other nominees in the best actress category include charlize theron for monster  ziyi zhang for house of flying daggers and uk star kate winslet  who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland.  dicaprio faces competition from bernal  jamie foxx  jim carrey and johnny depp in the best actor category. and british actor clive owen is hoping to repeat his golden globe success with a best supporting actor award for his role in closer. his co-star natalie portman is up against blanchett  heather craney  julie cristie and meryl streep in the best supporting actress category. mike leigh is up for the best director award for vera drake  alongside martin scorsese for the aviator  michael mann for collateral  michel gondry for eternal sunshine of the spotless mind and marc forster for finding neverland.,entertainment
web helps collect aid donations the web is helping aid agencies gather resources to help cope with the aftermath of the tsunami disaster.  many people are making donations via websites or going online to see how they can get involved with aid efforts. high-profile web portals such as google  yahoo  ebay and amazon are gathering links that lead people to aid and relief organisations. so many were visiting some aid-related sites that some webpages were struggling to cope with the traffic. an umbrella organisation called the disasters emergency committee (dec) has been set up by a coalition of 12 charities and has been taking many donations via its specially created website. it urged people to go online where possible to help because donations could be processed more quickly than cash donated in other ways  meaning aid could be delivered as quickly as possible. the site has so far received almost £8 million  with more than 11 000 donations being made online every hour.  telco bt stepped in to take over the secure payments on the dec site and provided extra logistical support for phone and online appeals after it was initially crippled with online donations. it has also provided space in london s bt tower for one of the call centres dealing with donations.  some of the web s biggest firms are also helping to channel help by modifying their homepages to include links to aid agencies and organisations collecting resources. on its famously sparse homepage google has placed a link that leads users to a list of sites where donations can be made. among the 17 organisations listed are oxfam  medecins sans frontieres (doctors without borders) and network for good. many of the sites that google lists are also taking online donations. online retailer amazon has put a large message on its start page that lets people donate money directly to the american red cross that will be used with relief efforts. auction site ebay is giving a list of sites that people can either donate directly to  divert a portion of their profits from anything they sell on ebay to the listed organisations or simply buy items that direct cash to those in the list. yahoo is proving links direct to charities for those that want to donate. the auction drop website is asking people to donate old digital cameras  computers and other gadgets they no longer want that can be auction to raise cash for the aid effort. sadly  the outpouring of goodwill has also encouraged some conmen to try to cash in. anti-fraud organisations are warning about e-mails that are starting to circulate which try to convince people to send money directly to them rather than make donations via aid agencies. those wanting to give cash were urged to use legitimate websites of charities and aid agencies.,tech
j&j agrees $25bn guidant deal pharmaceutical giant johnson & johnson has agreed to buy medical technology firm guidant for $25.4bn (£13bn).  guidant is a key producer of equipment that combats heart problems such as implant defibrillators and pacemakers. analysts said that the deal is aimed at offsetting johnson & johnson s reliance on a slowing drug business. they also pointed out that more mergers are likely because the drug and healthcare industries are fragmented and are under pressure to cut costs. a number of johnson & johnson s products are facing patent expirations  while the company is also battling fierce competition from generic products. meanwhile  demand for defibrillators  which give the heart a small electric shock when an irregular heartbeat or rhythm is detected  is expected to increase  analysts said. the move by johnson & johnson has been widely expected and the firm will pay $76 for each guidant share  6% more than wednesday s closing price. analysts say that us antitrust regulators could force the firms to shed some overlapping stent operations. stents are tubes that are used to keep an artery open after it has been unblocked.,business
